case_reference_id,court_level,case_type,number_of_cases_alleged,number_of_accused,victim_count,cross_state_indicator,property_offence_indicator,organized_operation_indicator,repeat_offender_indicator,ipc_379,ipc_420,ipc_120b_or_34,evidence_completeness_score,charge_sheet_filed,custody_duration_days,statutory_cert_present,chain_of_custody_complete,night_call_ratio,call_burst_frequency,imei_sim_swap_ratio,avg_call_duration_sec,unauthorized_transfer_amount_inr,amount_credited_to_accused_ratio,vehicle_assisted_theft,helmet_concealment_indicator,victim_walking_alone_indicator,victim_approached_from_behind,physical_force_used,stolen_physical_asset_count,stolen_asset_recovered,victim_identification_success,test_identification_parade_validity,reasonable_doubt_identity_gap,ipc_356,ipc_392,ipc_411,ipc_448,ipc_380,network_degree,network_betweenness,topological_kingpin_score,label_entity_role,label_bail_or_custody_relief,label_conviction_outcome
NCRB-SYNTH-109903,High Court,Sec 439 CrPC (Regular Bail),4,5,1,0,1,0,1,1,1,0,0.7289,1,166,0,0,0.0564,6,1.0517,80.48,9176.62,0.0143,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,2,0.0446,0.0406,2,1,0
NCRB-SYNTH-109908,Trial Court,Writ Petition (Detention),1,4,1,0,1,0,1,1,0,0,0.8807,1,70,0,1,0.1372,6,1.0303,123.92,15905.38,0.1815,0,1,1,1,1,2,0,0,0,1,0,1,1,0,0,1,0.0847,0.1223,2,1,0
NCRB-SYNTH-109909,Trial Court,Sec 439 CrPC (Regular Bail),15,1,1,0,1,1,1,1,0,0,0.7354,1,119,0,1,0.0736,1,1.1041,68.22,41398.19,0.195,0,1,1,1,1,2,0,0,0,1,1,0,0,0,1,1,0.0833,0.1202,0,1,0
NCRB-SYNTH-109910,Trial Court,Writ Petition (Detention),1,4,2,0,1,0,1,1,0,0,0.5928,0,113,0,0,0.0763,7,1.0,85.16,23061.46,0.1307,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0.0395,0.057,2,1,0
NCRB-SYNTH-109913,Trial Court,Writ Petition (Detention),7,2,1,0,1,1,1,1,0,0,0.5399,1,135,1,0,0.0446,2,1.0,50.0,30840.1,0.0665,0,1,1,1,0,2,1,0,0,1,1,1,1,0,0,2,0.0998,0.0909,0,1,0
NCRB-SYNTH-109917,Trial Court,Writ Petition (Detention),7,5,1,0,1,1,1,1,0,1,0.495,0,136,1,1,0.0759,7,1.2886,173.73,42548.72,0.1529,1,0,1,1,0,3,1,1,1,0,1,0,1,0,0,1,0.0802,0.1157,0,0,0
NCRB-SYNTH-109919,High Court,Sec 439 CrPC (Regular Bail),1,1,1,0,1,0,1,1,0,1,0.8539,1,108,0,0,0.0947,8,1.1136,101.24,40545.1,0.0447,1,1,1,1,1,4,0,0,0,1,1,0,0,0,1,3,0.0849,0.0613,2,1,0
NCRB-SYNTH-109926,Trial Court,Writ Petition (Detention),4,3,2,0,1,0,0,1,0,0,0.7941,0,164,1,1,0.0409,4,1.1341,154.79,40005.4,0.0527,1,1,1,1,1,2,0,0,0,1,1,1,0,0,1,4,0.0633,0.0393,2,1,0
NCRB-SYNTH-109932,Trial Court,Sec 482 CrPC (Quashing),7,3,1,0,1,0,0,1,0,0,0.7958,1,42,0,1,0.0864,6,1.2118,130.97,6447.2,0.179,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,2,0.0478,0.0435,2,1,0
NCRB-SYNTH-109934,High Court,Trial Judgment,7,4,1,0,1,1,0,1,0,0,0.395,1,74,0,1,0.103,8,1.005,32.31,19601.1,0.1524,1,1,1,1,1,2,0,0,0,1,1,0,1,0,0,3,0.0344,0.0248,0,1,0
NCRB-SYNTH-109936,Trial Court,Sec 439 CrPC (Regular Bail),1,2,1,0,1,1,0,1,0,1,0.7304,1,31,0,0,0.1364,3,1.1921,84.33,23967.59,0.1593,1,1,1,1,1,3,1,0,0,1,1,1,1,0,1,2,0.0527,0.048,0,1,0
NCRB-SYNTH-109942,Trial Court,Writ Petition (Detention),2,4,2,0,1,0,0,1,0,1,0.7448,1,169,0,1,0.0643,3,1.041,118.26,13370.9,0.1979,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0.0185,0.0267,2,1,0
NCRB-SYNTH-109943,Trial Court,Writ Petition (Detention),2,3,1,0,1,0,0,1,1,1,0.6435,1,170,1,1,0.0851,9,1.0004,82.07,41992.62,0.1761,1,0,0,0,1,4,0,1,1,0,1,0,1,0,0,2,0.0359,0.0327,2,0,0
NCRB-SYNTH-109955,Trial Court,Sec 439 CrPC (Regular Bail),1,5,1,0,1,0,0,1,0,1,0.8604,1,104,0,0,0.0676,3,1.0,120.0,40615.72,0.1369,1,1,0,0,0,3,1,0,0,1,1,0,1,0,0,2,0.0924,0.0841,2,1,0
NCRB-SYNTH-109968,Trial Court,Trial Judgment,2,2,2,0,1,0,0,1,0,0,0.879,1,132,0,0,0.0829,9,1.1477,83.32,18036.84,0.0898,1,0,0,1,1,4,0,1,1,0,1,1,0,1,1,1,0.0558,0.0805,0,1,1
NCRB-SYNTH-109970,Trial Court,Writ Petition (Detention),1,1,2,0,1,0,1,1,1,1,0.5563,1,96,0,0,0.0545,2,1.218,166.03,15736.11,0.0261,1,1,0,0,0,2,1,0,0,1,1,1,0,0,0,4,0.0573,0.0356,2,1,0
NCRB-SYNTH-109971,High Court,Sec 439 CrPC (Regular Bail),2,5,2,1,1,1,1,1,0,0,0.7133,1,88,0,0,0.0266,4,1.0472,83.46,34946.39,0.1778,1,1,1,1,1,5,0,0,0,1,1,1,0,0,0,4,0.0278,0.0173,2,1,0
NCRB-SYNTH-109974,Trial Court,Sec 439 CrPC (Regular Bail),1,1,2,0,1,1,0,1,0,1,0.5533,1,114,1,1,0.094,2,1.1033,154.2,27868.61,0.0287,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,3,0.0627,0.0453,2,1,0
NCRB-SYNTH-109976,Trial Court,Sec 439 CrPC (Regular Bail),1,5,1,0,1,1,1,1,0,1,0.8622,1,19,0,1,0.0854,4,1.0,135.86,4388.3,0.0967,1,0,1,1,1,2,1,1,1,0,1,1,1,0,0,4,0.0601,0.0373,2,0,1
NCRB-SYNTH-109989,Trial Court,Trial Judgment,1,5,2,0,1,0,1,1,0,0,0.5937,1,81,0,0,0.0784,4,1.3427,169.48,40111.95,0.1387,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0.085,0.1226,2,1,0
NCRB-SYNTH-109995,Trial Court,Sec 439 CrPC (Regular Bail),7,5,2,0,1,0,0,1,0,0,0.6313,1,168,0,0,0.121,6,1.0345,70.74,9487.47,0.0207,1,0,1,1,1,2,1,0,0,1,1,0,1,0,0,3,0.0562,0.0406,2,1,0
NCRB-SYNTH-110003,Trial Court,Trial Judgment,2,5,2,0,1,0,1,1,0,0,0.4479,1,64,1,1,0.1319,3,1.1137,51.27,6512.75,0.1099,1,1,1,0,1,3,0,0,0,1,1,0,0,1,0,3,0.0893,0.0644,2,1,0
NCRB-SYNTH-110007,Trial Court,Sec 482 CrPC (Quashing),7,4,1,0,1,1,0,1,0,0,0.5357,1,80,1,0,0.1113,2,1.1836,67.55,6977.69,0.0367,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,4,0.0851,0.0528,2,1,0
NCRB-SYNTH-110016,Trial Court,Sec 439 CrPC (Regular Bail),7,2,2,0,1,0,0,1,0,1,0.5825,1,162,1,1,0.002,4,1.1115,102.21,3234.03,0.0627,1,0,1,1,1,3,1,1,1,0,1,1,1,0,0,3,0.0571,0.0412,0,0,0
NCRB-SYNTH-110017,Trial Court,Sec 439 CrPC (Regular Bail),15,3,1,0,1,0,0,1,0,0,0.631,0,63,0,0,0.0531,9,1.0,148.45,25051.73,0.086,1,1,1,1,1,5,0,0,0,1,0,0,1,0,0,3,0.047,0.0339,0,1,0
NCRB-SYNTH-110019,Trial Court,Sec 482 CrPC (Quashing),1,3,2,0,1,1,0,1,0,0,0.7706,1,164,0,0,0.1164,8,1.1863,168.75,38855.59,0.1277,1,1,1,1,1,3,0,0,0,1,0,0,1,0,0,4,0.0723,0.0449,2,1,0
NCRB-SYNTH-110021,Trial Court,Sec 439 CrPC (Regular Bail),21,4,2,1,1,0,0,1,0,0,0.672,1,41,1,1,0.0342,9,1.0242,89.52,29319.71,0.1079,1,1,1,1,0,3,0,0,0,1,0,0,1,0,1,2,0.0878,0.08,2,1,0
NCRB-SYNTH-110022,Trial Court,Writ Petition (Detention),2,3,2,0,1,0,0,1,0,1,0.7704,1,172,0,0,0.0,1,1.1453,55.77,21669.9,0.1175,1,1,1,1,0,3,1,0,0,1,1,1,1,0,1,4,0.0698,0.0434,2,1,0
NCRB-SYNTH-110024,Trial Court,Writ Petition (Detention),1,3,2,0,1,1,0,1,0,1,0.8691,1,73,0,0,0.032,9,1.1039,126.45,13291.67,0.0131,1,1,1,1,1,3,1,0,0,1,1,1,1,0,0,3,0.0599,0.0432,2,1,0
NCRB-SYNTH-110026,Trial Court,Sec 482 CrPC (Quashing),1,3,2,0,1,1,0,1,0,1,0.6184,1,169,0,0,0.0716,9,1.1538,158.54,5573.2,0.1925,0,0,1,1,0,5,0,1,1,0,1,0,1,0,0,3,0.0471,0.034,2,0,0
NCRB-SYNTH-110031,Trial Court,Sec 439 CrPC (Regular Bail),15,3,1,0,1,1,0,1,0,0,0.5159,0,63,1,1,0.0852,8,1.0296,126.34,19514.42,0.0062,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,2,0.0456,0.0415,2,0,0
NCRB-SYNTH-110040,High Court,Trial Judgment,2,1,2,0,1,0,0,1,1,0,0.8126,1,56,1,1,0.1633,3,1.0,146.67,31098.72,0.1516,1,0,0,1,0,4,1,1,1,0,1,0,0,0,0,3,0.0331,0.0239,2,1,1
NCRB-SYNTH-110042,Trial Court,Sec 482 CrPC (Quashing),1,2,1,0,1,0,0,1,1,1,0.7667,1,26,0,0,0.0,9,1.0,113.12,6652.84,0.1841,1,1,0,1,1,3,0,0,0,1,1,0,0,1,0,2,0.0194,0.0176,2,1,0
NCRB-SYNTH-110048,Trial Court,Sec 439 CrPC (Regular Bail),27,3,1,0,1,1,0,1,1,1,0.8564,1,143,0,0,0.1611,6,1.0,156.42,17644.57,0.0324,1,1,1,0,1,2,0,0,0,1,1,1,1,0,0,2,0.0738,0.0672,2,1,0
NCRB-SYNTH-110062,Trial Court,Writ Petition (Detention),4,2,1,0,1,0,0,1,0,1,0.5077,1,21,1,0,0.0912,9,1.3017,43.08,22527.42,0.1461,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0.0407,0.0587,0,1,0
NCRB-SYNTH-110065,Trial Court,Trial Judgment,21,5,1,0,1,0,1,1,0,1,0.7751,1,55,0,0,0.0704,2,1.1313,157.03,10712.32,0.1781,1,0,1,1,0,3,0,0,0,1,1,1,1,0,0,4,0.0988,0.0614,0,1,0
NCRB-SYNTH-110079,Trial Court,Sec 439 CrPC (Regular Bail),2,4,2,0,1,0,0,1,0,0,0.6234,1,140,0,0,0.1002,7,1.0014,170.96,30797.69,0.065,1,1,1,0,0,2,0,0,0,1,0,0,1,0,1,2,0.0711,0.0647,2,1,0
NCRB-SYNTH-110085,Trial Court,Sec 439 CrPC (Regular Bail),1,3,1,0,1,1,1,1,0,0,0.5721,1,24,1,1,0.0,5,1.0568,129.25,9374.38,0.0382,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,3,0.0586,0.0423,2,1,0
NCRB-SYNTH-110092,Trial Court,Sec 439 CrPC (Regular Bail),1,2,2,0,1,0,0,1,0,0,0.6114,1,83,0,1,0.1293,7,1.1293,155.31,17313.32,0.0124,1,1,1,1,0,2,1,0,0,1,1,0,1,0,0,3,0.0445,0.0321,2,1,0
NCRB-SYNTH-110100,Trial Court,Sec 482 CrPC (Quashing),1,5,1,0,1,0,1,1,0,0,0.916,0,150,0,0,0.1236,6,1.1264,129.37,8677.47,0.1928,1,1,1,1,1,5,0,0,0,1,0,1,1,1,0,4,0.0597,0.0371,2,1,0
NCRB-SYNTH-110110,Trial Court,Sec 439 CrPC (Regular Bail),2,1,2,0,1,0,1,1,0,0,0.4817,1,52,1,1,0.0069,9,1.0,102.05,42175.85,0.1274,1,1,1,1,1,2,1,0,0,1,1,0,0,0,1,3,0.0146,0.0105,2,1,0
NCRB-SYNTH-110112,High Court,Trial Judgment,21,2,2,0,1,1,1,1,0,0,0.7739,1,127,0,0,0.1062,3,1.2709,177.16,9294.87,0.1687,1,1,1,1,1,4,1,0,0,1,1,0,1,0,0,4,0.0393,0.0244,2,1,0
NCRB-SYNTH-110115,Trial Court,Writ Petition (Detention),1,4,2,0,1,0,0,1,0,0,0.4653,1,91,0,0,0.0931,6,1.0215,166.28,19276.04,0.1708,0,0,1,1,0,2,0,0,0,1,1,0,0,0,0,3,0.0653,0.0471,2,1,0
NCRB-SYNTH-110116,Trial Court,Sec 439 CrPC (Regular Bail),1,5,1,1,1,0,0,1,0,1,0.8204,1,105,0,1,0.0319,6,1.2378,59.03,9997.63,0.1797,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,3,0.0198,0.0143,0,1,1
NCRB-SYNTH-110117,High Court,Trial Judgment,7,3,2,0,1,0,1,1,0,0,0.7761,1,136,1,1,0.0288,1,1.2104,148.95,5018.46,0.0529,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,3,0.0492,0.0355,2,1,0
NCRB-SYNTH-110119,High Court,Sec 482 CrPC (Quashing),2,3,1,0,1,0,0,1,0,1,0.4121,1,51,0,0,0.0565,2,1.0968,38.9,11806.51,0.1452,1,1,1,1,1,2,0,0,0,1,1,1,0,1,1,3,0.0825,0.0595,2,1,0
NCRB-SYNTH-110121,Trial Court,Trial Judgment,4,3,1,0,1,0,0,1,0,0,0.5829,1,123,1,1,0.1284,2,1.3023,34.14,18810.19,0.1813,1,1,1,1,1,2,0,0,0,1,0,0,0,1,0,3,0.0769,0.0555,2,1,0
NCRB-SYNTH-110125,Trial Court,Trial Judgment,1,2,1,0,1,0,1,1,0,1,0.7427,1,149,0,0,0.1595,9,1.0,153.23,6390.92,0.0412,1,0,1,1,1,2,1,1,1,0,1,0,0,0,0,2,0.0679,0.0618,2,0,1
NCRB-SYNTH-110135,Trial Court,Sec 439 CrPC (Regular Bail),1,3,1,0,1,1,1,1,0,0,0.6361,0,101,0,0,0.0421,2,1.0907,40.74,22646.62,0.0827,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,4,0.0158,0.0098,2,1,0
NCRB-SYNTH-110136,High Court,Writ Petition (Detention),1,5,1,0,1,1,0,1,0,1,0.7409,1,114,0,0,0.0601,2,1.0,140.07,33899.81,0.0854,0,0,1,1,1,2,0,1,1,0,0,0,0,0,0,4,0.0871,0.0541,2,0,1
NCRB-SYNTH-110137,Trial Court,Sec 482 CrPC (Quashing),1,5,2,0,1,0,1,1,0,1,0.4289,0,130,0,0,0.0411,3,1.1416,98.97,29495.96,0.0035,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,3,0.074,0.0533,0,1,0
NCRB-SYNTH-110141,High Court,Writ Petition (Detention),4,2,1,0,1,0,1,1,0,0,0.7255,1,63,0,0,0.1234,9,1.088,147.36,6311.58,0.0805,1,1,0,1,0,2,0,0,0,1,1,1,0,0,0,3,0.0171,0.0124,2,1,0
NCRB-SYNTH-110154,Trial Court,Sec 439 CrPC (Regular Bail),1,3,2,1,1,1,1,1,0,0,0.5458,1,64,1,1,0.1096,9,1.1256,96.62,4335.88,0.0835,1,1,1,0,1,2,0,0,0,1,1,0,0,0,0,2,0.0285,0.026,2,1,0
NCRB-SYNTH-110166,Trial Court,Sec 439 CrPC (Regular Bail),1,3,1,0,1,0,1,1,1,0,0.7358,1,110,0,0,0.0892,5,1.0,40.41,42503.98,0.0537,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,3,0.0454,0.0327,2,1,1
NCRB-SYNTH-110172,High Court,Sec 439 CrPC (Regular Bail),1,5,2,0,1,0,0,1,0,0,0.6808,0,177,1,1,0.0838,7,1.2413,120.61,6701.82,0.0631,1,1,1,1,0,2,0,0,0,1,1,1,0,1,1,2,0.0335,0.0305,2,1,0
NCRB-SYNTH-110175,Trial Court,Sec 482 CrPC (Quashing),1,4,2,0,1,0,0,1,0,0,0.7417,1,166,0,0,0.0627,2,1.0782,48.89,39568.28,0.1211,1,1,1,1,0,3,1,0,0,1,1,0,1,0,0,4,0.044,0.0274,2,1,0
NCRB-SYNTH-110176,Trial Court,Writ Petition (Detention),4,3,1,0,1,0,0,1,0,0,0.8088,0,67,0,0,0.0544,3,1.135,157.68,43959.62,0.0501,0,0,1,1,0,3,1,1,1,0,1,0,1,0,0,2,0.0233,0.0212,2,0,1
NCRB-SYNTH-110189,Trial Court,Sec 439 CrPC (Regular Bail),1,2,2,0,1,0,1,1,1,1,0.925,1,91,1,0,0.0936,2,1.0,161.44,42024.07,0.188,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0.055,0.0793,2,1,0
NCRB-SYNTH-110190,Trial Court,Sec 439 CrPC (Regular Bail),1,3,2,1,1,0,0,1,0,1,0.9243,1,42,1,1,0.1404,1,1.0107,32.93,15141.37,0.0779,1,1,1,1,1,2,0,0,0,1,1,0,0,0,1,1,0.0376,0.0543,2,1,0
NCRB-SYNTH-110193,Trial Court,Trial Judgment,1,1,1,0,1,0,1,1,0,0,0.877,1,117,0,0,0.1133,2,1.0,47.75,5269.41,0.1499,1,1,1,1,0,2,0,0,0,1,1,0,1,0,0,3,0.0238,0.0172,2,1,0
NCRB-SYNTH-110202,Trial Court,Sec 439 CrPC (Regular Bail),4,3,2,0,1,1,0,1,0,0,0.9305,0,141,0,1,0.0851,4,1.1898,111.18,10151.92,0.0894,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0.0353,0.051,2,1,0
NCRB-SYNTH-110205,Trial Court,Sec 439 CrPC (Regular Bail),27,2,2,0,1,0,0,1,1,0,0.8954,1,108,0,0,0.0539,7,1.1866,151.16,24510.6,0.0147,1,0,1,1,0,2,1,0,0,1,1,0,1,0,0,3,0.0568,0.041,2,1,0
NCRB-SYNTH-110208,Trial Court,Sec 439 CrPC (Regular Bail),1,5,1,0,1,0,0,1,0,0,0.85,1,65,1,1,0.0254,2,1.0782,112.53,6006.74,0.1612,1,1,1,0,1,3,1,0,0,1,0,0,0,0,0,3,0.0554,0.04,2,1,0
NCRB-SYNTH-110209,Trial Court,Sec 439 CrPC (Regular Bail),27,2,2,0,1,1,0,1,1,0,0.5448,0,165,0,0,0.1061,1,1.0099,56.9,33971.16,0.0503,1,0,1,0,1,2,0,1,1,0,1,1,0,0,0,3,0.0933,0.0673,0,1,0
NCRB-SYNTH-110213,High Court,Sec 482 CrPC (Quashing),1,3,1,1,1,1,0,1,0,0,0.5864,1,125,0,0,0.1089,2,1.0521,87.98,41562.39,0.024,1,0,1,1,1,3,1,0,0,1,1,0,1,0,0,3,0.0336,0.0242,2,1,0
NCRB-SYNTH-110220,Trial Court,Trial Judgment,21,4,2,0,1,1,0,1,1,1,0.8268,1,140,1,1,0.0608,2,1.0678,155.82,25697.91,0.1299,1,0,1,1,1,3,0,1,1,0,1,0,0,0,0,4,0.0562,0.0349,2,0,1
NCRB-SYNTH-110225,Trial Court,Sec 439 CrPC (Regular Bail),1,3,1,0,1,0,0,1,0,0,0.5903,1,148,1,1,0.0449,1,1.3271,51.13,17051.81,0.0971,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,3,0.0655,0.0473,2,1,0
NCRB-SYNTH-110229,Trial Court,Sec 482 CrPC (Quashing),7,5,1,1,1,0,0,1,0,0,0.6089,1,148,0,0,0.0074,6,1.2728,131.26,21126.94,0.0908,1,0,1,1,1,5,0,0,0,1,1,1,0,1,0,2,0.0436,0.0397,2,1,0
NCRB-SYNTH-110247,Trial Court,Writ Petition (Detention),2,3,1,0,1,0,0,1,1,1,0.4575,1,169,1,1,0.0566,8,1.0587,44.54,14990.72,0.1072,1,1,1,1,0,2,0,0,0,1,1,0,0,1,1,2,0.0834,0.0759,2,1,0
NCRB-SYNTH-110250,High Court,Sec 482 CrPC (Quashing),2,5,2,0,1,0,1,1,0,0,0.4763,1,67,0,0,0.0493,5,1.1475,51.51,24311.62,0.1234,1,0,1,0,0,6,0,1,1,0,1,0,1,0,0,4,0.087,0.0541,2,1,0
NCRB-SYNTH-110253,High Court,Sec 439 CrPC (Regular Bail),7,4,2,0,1,0,0,1,0,1,0.6752,1,107,0,0,0.0885,7,1.0,91.95,44054.76,0.1935,0,1,1,1,0,2,0,0,0,1,0,0,0,0,1,2,0.0478,0.0435,2,1,0
NCRB-SYNTH-110256,Trial Court,Sec 482 CrPC (Quashing),1,5,1,0,1,0,1,1,0,0,0.8078,1,139,0,0,0.0716,8,1.1354,80.42,32299.39,0.0984,1,0,1,1,1,3,0,1,1,0,1,0,0,0,0,4,0.0483,0.03,0,1,1
NCRB-SYNTH-110260,Trial Court,Writ Petition (Detention),1,4,2,0,1,1,0,1,0,0,0.6199,1,166,0,0,0.0,5,1.2502,172.93,19403.69,0.0146,0,0,1,0,1,4,0,1,1,0,1,0,1,1,0,1,0.0461,0.0666,2,0,0
NCRB-SYNTH-110266,High Court,Sec 439 CrPC (Regular Bail),2,1,1,0,1,0,0,1,0,0,0.9202,1,114,0,0,0.0552,2,1.2,54.53,15197.97,0.1641,1,1,1,1,1,2,0,0,0,1,0,0,1,0,0,1,0.0543,0.0783,2,1,0
NCRB-SYNTH-110274,High Court,Writ Petition (Detention),2,1,2,0,1,1,0,1,0,0,0.3955,1,155,1,1,0.1094,4,1.1202,120.39,4853.08,0.0454,1,1,0,1,1,4,0,0,0,1,1,0,0,0,0,2,0.0754,0.0686,2,1,0
NCRB-SYNTH-110285,High Court,Sec 439 CrPC (Regular Bail),1,1,1,0,1,0,1,1,0,1,0.9266,1,143,0,1,0.1363,6,1.1539,92.57,13949.4,0.0403,1,1,1,1,1,5,1,0,0,1,1,1,0,1,0,3,0.0568,0.0409,2,1,0
NCRB-SYNTH-110286,Trial Court,Sec 482 CrPC (Quashing),1,5,1,0,1,0,0,1,1,0,0.702,1,175,0,0,0.0883,5,1.1206,155.79,25603.94,0.1898,1,0,1,1,1,4,0,1,1,0,1,0,0,0,0,3,0.0396,0.0285,2,0,1
NCRB-SYNTH-110288,High Court,Sec 439 CrPC (Regular Bail),7,5,1,0,1,0,0,1,0,0,0.5651,1,76,0,0,0.1698,6,1.2076,75.8,31359.65,0.0732,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,2,0.0151,0.0138,0,1,0
NCRB-SYNTH-110290,Trial Court,Writ Petition (Detention),1,1,2,0,1,0,1,1,0,1,0.666,1,154,1,1,0.102,6,1.253,113.31,6745.0,0.0859,1,1,1,1,0,4,1,0,0,1,1,0,0,0,0,1,0.0152,0.0219,2,1,0
NCRB-SYNTH-110292,Trial Court,Sec 482 CrPC (Quashing),1,2,1,0,1,0,1,1,0,0,0.821,1,130,0,1,0.081,9,1.2596,42.96,6972.57,0.0325,0,1,1,1,0,3,0,0,0,1,1,0,0,0,0,1,0.0503,0.0726,0,1,0
NCRB-SYNTH-110299,Trial Court,Sec 482 CrPC (Quashing),4,2,1,0,1,0,0,1,0,0,0.7077,1,116,0,0,0.0612,5,1.0,34.49,19137.63,0.1947,1,1,1,1,1,2,0,0,0,1,1,0,0,0,0,3,0.0815,0.0588,2,1,0
NCRB-SYNTH-110303,Trial Court,Sec 439 CrPC (Regular Bail),27,2,2,0,1,0,0,1,0,0,0.5367,1,11,0,0,0.0624,5,1.1227,142.11,24282.68,0.0858,0,0,0,1,1,3,0,0,0,1,0,1,1,0,1,3,0.0742,0.0536,2,1,0
NCRB-SYNTH-110314,Trial Court,Sec 439 CrPC (Regular Bail),45,3,2,0,1,0,1,1,0,0,0.8608,1,52,0,0,0.0802,2,1.2029,34.57,11285.29,0.01,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,2,0.0449,0.0409,2,1,0
NCRB-SYNTH-110320,High Court,Writ Petition (Detention),15,4,2,0,1,0,1,1,0,1,0.8735,1,109,1,0,0.0992,5,1.1369,33.51,5070.28,0.0371,1,0,1,1,1,5,0,0,0,1,1,0,0,0,1,1,0.0232,0.0335,0,1,0
NCRB-SYNTH-110324,Trial Court,Sec 439 CrPC (Regular Bail),4,1,1,0,1,0,0,1,1,1,0.7418,1,143,1,1,0.119,4,1.0241,60.3,44489.43,0.0122,1,1,1,1,1,5,0,0,0,1,1,0,1,1,0,4,0.0702,0.0436,2,1,0
NCRB-SYNTH-110325,Trial Court,Writ Petition (Detention),2,3,2,0,1,0,0,1,0,0,0.8453,1,128,0,1,0.0876,9,1.1886,102.75,4752.85,0.0401,1,1,0,1,0,3,0,0,0,1,1,0,1,0,0,1,0.0741,0.107,2,1,0
NCRB-SYNTH-110333,Trial Court,Trial Judgment,1,4,1,0,1,0,1,1,0,0,0.6864,1,82,0,1,0.1387,1,1.1439,60.84,9110.65,0.0947,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0.0874,0.1261,0,1,0
NCRB-SYNTH-110335,Trial Court,Trial Judgment,15,4,1,0,1,1,0,1,1,0,0.4458,1,20,1,1,0.0788,9,1.204,117.9,22865.05,0.1834,1,0,1,1,1,4,0,1,1,0,0,1,0,1,0,1,0.0967,0.1395,2,0,0
NCRB-SYNTH-110341,Trial Court,Sec 439 CrPC (Regular Bail),45,5,1,0,1,0,0,1,0,0,0.5789,1,51,1,1,0.0046,7,1.1873,89.21,9429.61,0.1747,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,3,0.0236,0.0171,2,1,0
NCRB-SYNTH-110343,High Court,Sec 439 CrPC (Regular Bail),15,5,1,0,1,0,0,1,0,0,0.5321,1,115,1,1,0.035,1,1.0,158.47,29769.16,0.0034,1,0,1,1,1,3,0,0,0,1,0,0,0,0,0,3,0.0377,0.0272,0,1,0
NCRB-SYNTH-110353,Trial Court,Sec 439 CrPC (Regular Bail),1,5,1,0,1,0,0,1,0,0,0.8963,1,132,0,0,0.072,9,1.0,133.37,32168.24,0.0167,1,1,0,1,1,2,0,0,0,1,1,0,0,0,1,3,0.0699,0.0504,2,1,0
NCRB-SYNTH-110356,Trial Court,Sec 439 CrPC (Regular Bail),1,5,1,0,1,0,0,1,0,1,0.4222,1,53,0,0,0.0637,3,1.3059,91.15,10154.71,0.0631,1,1,1,1,1,3,0,0,0,1,1,0,1,0,0,4,0.0357,0.0222,2,1,0
NCRB-SYNTH-110359,Trial Court,Sec 439 CrPC (Regular Bail),1,4,2,0,1,0,0,1,0,1,0.6899,1,167,0,0,0.0028,5,1.1644,133.12,8577.1,0.0071,1,0,1,0,1,2,0,1,1,0,1,0,1,0,0,1,0.0402,0.058,2,1,1
NCRB-SYNTH-110365,High Court,Trial Judgment,1,3,1,0,1,0,0,1,0,1,0.7321,1,175,0,0,0.0828,3,1.164,102.0,21485.83,0.1869,1,1,1,0,0,2,1,0,0,1,1,0,0,0,0,2,0.0488,0.0444,2,1,0
NCRB-SYNTH-110377,Trial Court,Sec 439 CrPC (Regular Bail),1,3,2,0,1,0,1,1,0,0,0.7887,1,84,1,1,0.0623,6,1.0,134.94,28370.32,0.0135,1,1,1,1,0,2,0,0,0,1,1,0,1,0,1,2,0.0416,0.0378,2,1,0
NCRB-SYNTH-110386,Trial Court,Sec 439 CrPC (Regular Bail),27,2,2,0,1,0,0,1,0,0,0.8703,1,148,0,0,0.0154,2,1.0224,38.54,13780.02,0.1793,1,1,0,1,1,2,1,0,0,1,1,1,0,0,0,1,0.0134,0.0194,2,1,0
